grid,percentages,land_use
2916,0.98,shrubs
2917,2.34,shrubs
2918,3.72,shrubs
2919,5.24,shrubs
2920,4.66,shrubs
2921,5.64,shrubs
2922,6.1,shrubs
2923,1.31,shrubs
2924,3.47,shrubs
2925,7.86,shrubs
2926,12.38,shrubs
2927,7.16,shrubs
2928,0.55,shrubs
2929,1.19,shrubs
2930,0.85,shrubs
2931,0.49,shrubs
2932,0.73,shrubs
2933,1.45,shrubs
2934,3.82,shrubs
2935,5.51,shrubs
2936,1.89,shrubs
2937,0.92,shrubs
2938,0.37,shrubs
2939,0.83,shrubs
2940,1.3,shrubs
2941,13.88,shrubs
2942,6.91,shrubs
2943,1.05,shrubs
2944,2.17,shrubs
2945,4.77,shrubs
2946,5.08,shrubs
2947,4,shrubs
2948,2.74,shrubs
2949,5.95,shrubs
2950,4.46,shrubs
2951,5.92,shrubs
2952,3.23,shrubs
3008,0.03,shrubs
3009,1.76,shrubs
3010,2.65,shrubs
3011,2.79,shrubs
3012,1.32,shrubs
3013,1.44,shrubs
3014,3.28,shrubs
3015,2.36,shrubs
3016,1.51,shrubs
3017,2.04,shrubs
3018,1.46,shrubs
3019,0.72,shrubs
3020,1.24,shrubs
3021,1.39,shrubs
3022,2.21,shrubs
3023,1.56,shrubs
3024,1.17,shrubs
3025,6.93,shrubs
3026,20.16,shrubs
3027,7.92,shrubs
3028,1.46,shrubs
3029,2.53,shrubs
3030,0.77,shrubs
3031,0.37,shrubs
3032,1.8,shrubs
3033,1.79,shrubs
3034,5.6,shrubs
3035,1.91,shrubs
3036,6.34,shrubs
3037,2.99,shrubs
3038,0.67,shrubs
3039,0.51,shrubs
3040,1.11,shrubs
3041,1.48,shrubs
3042,5.46,shrubs
3043,2.16,shrubs
3044,2.61,shrubs
3045,2.97,shrubs
3046,2.85,shrubs
3047,1.88,shrubs
3048,2.35,shrubs
3049,5.78,shrubs
3050,5.13,shrubs
3051,2.01,shrubs
3108,0.42,shrubs
3109,3.29,shrubs
3110,14.95,shrubs
3111,2.83,shrubs
3112,1.7,shrubs
3113,6.36,shrubs
3114,1.32,shrubs
3115,1.73,shrubs
3116,1.7,shrubs
3117,0.35,shrubs
3118,0.62,shrubs
3119,1.52,shrubs
3120,0.8,shrubs
3121,1.29,shrubs
3122,0.67,shrubs
3123,1.09,shrubs
3124,18.65,shrubs
3125,13.41,shrubs
3126,2.49,shrubs
3127,7.81,shrubs
3128,1.25,shrubs
3129,1.07,shrubs
3130,1.19,shrubs
3131,1.07,shrubs
3132,4.29,shrubs
3133,2.92,shrubs
3134,1.28,shrubs
3135,0.34,shrubs
3136,1.9,shrubs
3137,2.92,shrubs
3138,6.79,shrubs
3139,1.86,shrubs
3140,1.83,shrubs
3141,1.3,shrubs
3142,2.26,shrubs
3143,3.08,shrubs
3144,1.56,shrubs
3145,2.42,shrubs
3146,3.71,shrubs
3147,3.48,shrubs
3148,5.55,shrubs
3149,6.2,shrubs
3150,4.9,shrubs
3151,0.8,shrubs
3208,6.75,shrubs
3209,4.03,shrubs
3210,12.67,shrubs
3211,0.81,shrubs
3212,1.12,shrubs
3213,1.53,shrubs
3214,1.64,shrubs
3215,1.33,shrubs
3216,14.68,shrubs
3217,5.89,shrubs
3218,1.26,shrubs
3219,0.43,shrubs
3220,0.68,shrubs
3221,1.95,shrubs
3222,3.1,shrubs
3223,1,shrubs
3224,27.45,shrubs
3225,9.62,shrubs
3226,3.43,shrubs
3227,1.92,shrubs
3228,1.43,shrubs
3229,1.83,shrubs
3230,0.7,shrubs
3231,0.66,shrubs
3232,1.74,shrubs
3233,0.79,shrubs
3234,0.65,shrubs
3235,0.9,shrubs
3236,2.1,shrubs
3237,0.99,shrubs
3238,3.79,shrubs
3239,3.18,shrubs
3240,0.9,shrubs
3241,1.52,shrubs
3242,1.42,shrubs
3243,7.68,shrubs
3244,4.86,shrubs
3245,7.73,shrubs
3246,1.55,shrubs
3247,3.38,shrubs
3248,3.15,shrubs
3249,1.19,shrubs
3250,4.86,shrubs
3251,2.57,shrubs
3252,0.33,shrubs
3306,0.31,shrubs
3307,2.16,shrubs
3308,11.75,shrubs
3309,7.27,shrubs
3310,2.12,shrubs
3311,4.3,shrubs
3312,2.92,shrubs
3313,1.35,shrubs
3314,0.66,shrubs
3315,6.69,shrubs
3316,2.47,shrubs
3317,12.79,shrubs
3318,3.19,shrubs
3319,12.31,shrubs
3320,1.53,shrubs
3321,7.55,shrubs
3322,6.01,shrubs
3323,0.86,shrubs
3324,0.63,shrubs
3325,1.2,shrubs
3326,2.79,shrubs
3327,1.94,shrubs
3328,1.16,shrubs
3329,3.54,shrubs
3330,2.87,shrubs
3331,1.49,shrubs
3332,1.36,shrubs
3333,1.05,shrubs
3334,1.33,shrubs
3335,1.43,shrubs
3336,3.42,shrubs
3337,3.41,shrubs
3338,9.63,shrubs
3339,13.42,shrubs
3340,1.91,shrubs
3341,1.8,shrubs
3342,1.93,shrubs
3343,3.02,shrubs
3344,3.7,shrubs
3345,4.61,shrubs
3346,8.5,shrubs
3347,5.06,shrubs
3348,2.65,shrubs
3349,1.24,shrubs
3350,1.88,shrubs
3351,2.67,shrubs
3352,1.98,shrubs
3353,1.01,shrubs
3406,1.21,shrubs
3407,2,shrubs
3408,13.01,shrubs
3409,4.62,shrubs
3410,1.45,shrubs
3411,1.33,shrubs
3412,0.48,shrubs
3413,1.06,shrubs
3414,1.23,shrubs
3415,4.54,shrubs
3416,8.24,shrubs
3417,15.6,shrubs
3418,10.23,shrubs
3419,7.32,shrubs
3420,2.82,shrubs
3421,8.7,shrubs
3422,6.81,shrubs
3423,12.11,shrubs
3424,4.56,shrubs
3425,2.66,shrubs
3426,2.36,shrubs
3427,1.02,shrubs
3428,1.52,shrubs
3429,9.08,shrubs
3430,2.97,shrubs
3431,1.48,shrubs
3432,0.44,shrubs
3433,1.34,shrubs
3434,4.68,shrubs
3435,7.79,shrubs
3436,1.68,shrubs
3437,4.92,shrubs
3438,3.44,shrubs
3439,2.88,shrubs
3440,6.21,shrubs
3441,2.34,shrubs
3442,4.23,shrubs
3443,8.89,shrubs
3444,9.87,shrubs
3445,1.81,shrubs
3446,1.96,shrubs
3447,4.71,shrubs
3448,4.27,shrubs
3449,4.38,shrubs
3450,4.22,shrubs
3451,2.53,shrubs
3452,2.5,shrubs
3453,5.01,shrubs
3506,0.2,shrubs
3507,0.81,shrubs
3508,2.36,shrubs
3509,5.59,shrubs
3510,1.02,shrubs
3511,1.18,shrubs
3512,0.93,shrubs
3513,1.35,shrubs
3514,4.07,shrubs
3515,7.04,shrubs
3516,1.05,shrubs
3517,1.92,shrubs
3518,7.53,shrubs
3519,2.5,shrubs
3520,2.61,shrubs
3521,4.37,shrubs
3522,8.61,shrubs
3523,3.93,shrubs
3524,5.78,shrubs
3525,10.2,shrubs
3526,1.12,shrubs
3527,1.65,shrubs
3528,1.84,shrubs
3529,2.89,shrubs
3530,6.27,shrubs
3531,5.44,shrubs
3532,2.54,shrubs
3533,2.31,shrubs
3534,1.78,shrubs
3535,51.32,shrubs
3536,1.6,shrubs
3537,4.78,shrubs
3538,3.2,shrubs
3539,2.28,shrubs
3540,6.58,shrubs
3541,9.55,shrubs
3542,7.8,shrubs
3543,9.04,shrubs
3544,6.81,shrubs
3545,3.37,shrubs
3546,1.56,shrubs
3547,3.76,shrubs
3548,5.58,shrubs
3549,3.67,shrubs
3550,1.26,shrubs
3551,1.46,shrubs
3552,2.27,shrubs
3553,2.2,shrubs
3608,2.51,shrubs
3609,2.14,shrubs
3610,2.45,shrubs
3611,2.28,shrubs
3612,2.7,shrubs
3613,3.36,shrubs
3614,1,shrubs
3615,2.19,shrubs
3616,1.05,shrubs
3617,2.1,shrubs
3618,3.67,shrubs
3619,3.07,shrubs
3620,1.99,shrubs
3621,1.57,shrubs
3622,2.32,shrubs
3623,1.49,shrubs
3624,1.23,shrubs
3625,4.07,shrubs
3626,2.74,shrubs
3627,2.3,shrubs
3628,3.85,shrubs
3629,3.21,shrubs
3630,2.9,shrubs
3631,1.56,shrubs
3632,1.27,shrubs
3633,1.05,shrubs
3634,2.37,shrubs
3635,21.47,shrubs
3636,3.08,shrubs
3637,4.12,shrubs
3638,1.45,shrubs
3639,1.55,shrubs
3640,3.49,shrubs
3641,8.36,shrubs
3642,4.36,shrubs
3643,4.21,shrubs
3644,3.35,shrubs
3645,4.3,shrubs
3646,4.45,shrubs
3647,6.05,shrubs
3648,5.27,shrubs
3649,2.53,shrubs
3650,2.07,shrubs
3651,2.78,shrubs
3652,2.4,shrubs
3653,4.72,shrubs
3707,0.11,shrubs
3708,3.45,shrubs
3709,1.04,shrubs
3710,2.41,shrubs
3711,2.76,shrubs
3712,2.38,shrubs
3713,2.13,shrubs
3714,0.84,shrubs
3715,1.05,shrubs
3716,0.81,shrubs
3717,1.53,shrubs
3718,2.24,shrubs
3719,4.42,shrubs
3720,2.5,shrubs
3721,0.88,shrubs
3722,0.85,shrubs
3723,0.99,shrubs
3724,2.62,shrubs
3725,2.95,shrubs
3726,0.72,shrubs
3727,1.52,shrubs
3728,3.23,shrubs
3729,3.76,shrubs
3730,2.01,shrubs
3731,2.54,shrubs
3732,2.92,shrubs
3733,1.08,shrubs
3734,3.61,shrubs
3735,5.77,shrubs
3736,6.73,shrubs
3737,4.17,shrubs
3738,1.46,shrubs
3739,1.95,shrubs
3740,0.8,shrubs
3741,0.85,shrubs
3742,7.98,shrubs
3743,1.71,shrubs
3744,3.5,shrubs
3745,1.57,shrubs
3746,6.82,shrubs
3747,4.8,shrubs
3748,2.07,shrubs
3749,2.82,shrubs
3750,0.66,shrubs
3751,1.33,shrubs
3752,1.72,shrubs
3753,3.44,shrubs
3754,2.34,shrubs
3806,0.27,shrubs
3807,3.68,shrubs
3808,1.99,shrubs
3809,1.73,shrubs
3810,1.49,shrubs
3811,2.22,shrubs
3812,2.29,shrubs
3813,1.84,shrubs
3814,0.59,shrubs
3815,0.68,shrubs
3816,0.93,shrubs
3817,3.38,shrubs
3818,2.77,shrubs
3819,2.59,shrubs
3820,2.32,shrubs
3821,1.14,shrubs
3822,1.57,shrubs
3823,0.81,shrubs
3824,2.4,shrubs
3825,2.25,shrubs
3826,0.92,shrubs
3827,2.37,shrubs
3828,3.54,shrubs
3829,1.25,shrubs
3830,1.03,shrubs
3831,3.7,shrubs
3832,3.52,shrubs
3833,1.76,shrubs
3834,1.74,shrubs
3835,4.45,shrubs
3836,7.03,shrubs
3837,1.42,shrubs
3838,5.39,shrubs
3839,26.39,shrubs
3840,1.13,shrubs
3841,1.8,shrubs
3842,1.35,shrubs
3843,0.86,shrubs
3844,1.45,shrubs
3845,1.64,shrubs
3846,4.52,shrubs
3847,4.95,shrubs
3848,2.18,shrubs
3849,1.91,shrubs
3850,1.47,shrubs
3851,2.54,shrubs
3852,1.17,shrubs
3853,4.02,shrubs
3854,2.12,shrubs
3906,1.76,shrubs
3907,1.1,shrubs
3908,1.27,shrubs
3909,1.31,shrubs
3910,1.25,shrubs
3911,3.57,shrubs
3912,3.35,shrubs
3913,0.92,shrubs
3914,1.17,shrubs
3915,1.58,shrubs
3916,2.51,shrubs
3917,3.34,shrubs
3918,2.56,shrubs
3919,1.76,shrubs
3920,1.54,shrubs
3921,0.72,shrubs
3922,1.41,shrubs
3923,0.97,shrubs
3924,1.55,shrubs
3925,1,shrubs
3926,1.38,shrubs
3927,1.78,shrubs
3928,2.11,shrubs
3929,2.94,shrubs
3930,1.39,shrubs
3931,1.46,shrubs
3932,1.54,shrubs
3933,1.74,shrubs
3934,1.37,shrubs
3935,2.99,shrubs
3936,5.09,shrubs
3937,2.13,shrubs
3938,2.6,shrubs
3939,1.26,shrubs
3940,0.86,shrubs
3941,0.95,shrubs
3942,1.2,shrubs
3943,5.3,shrubs
3944,21.65,shrubs
3945,23.07,shrubs
3946,4.27,shrubs
3947,1.93,shrubs
3948,2.91,shrubs
3949,1.56,shrubs
3950,1.15,shrubs
3951,2.13,shrubs
3952,6.56,shrubs
3953,1.7,shrubs
3954,2.3,shrubs
4005,0.01,shrubs
4006,0.31,shrubs
4007,0.95,shrubs
4008,1.66,shrubs
4009,1.48,shrubs
4010,1.7,shrubs
4011,3.06,shrubs
4012,2.92,shrubs
4013,0.95,shrubs
4014,1.27,shrubs
4015,1.17,shrubs
4016,2.35,shrubs
4017,3.34,shrubs
4018,5.11,shrubs
4019,1.97,shrubs
4020,1.74,shrubs
4021,1.28,shrubs
4022,0.81,shrubs
4023,0.58,shrubs
4024,1.16,shrubs
4025,1.69,shrubs
4026,0.94,shrubs
4027,1.25,shrubs
4028,3.63,shrubs
4029,4.68,shrubs
4030,1.91,shrubs
4031,1.61,shrubs
4032,1.88,shrubs
4033,1.38,shrubs
4034,2.18,shrubs
4035,2.12,shrubs
4036,3.23,shrubs
4037,4.24,shrubs
4038,2.44,shrubs
4039,2.27,shrubs
4040,4.64,shrubs
4041,2.56,shrubs
4042,2.14,shrubs
4043,0.99,shrubs
4044,2.32,shrubs
4045,0.33,shrubs
4046,0.39,shrubs
4047,1.54,shrubs
4048,1.03,shrubs
4049,4.71,shrubs
4050,1.14,shrubs
4051,11.47,shrubs
4052,9.84,shrubs
4053,2.05,shrubs
4054,1.07,shrubs
4101,0.29,shrubs
4102,1.02,shrubs
4103,1.99,shrubs
4104,0.71,shrubs
4105,1.65,shrubs
4106,1.34,shrubs
4107,1.34,shrubs
4108,2.36,shrubs
4109,2.31,shrubs
4110,1.37,shrubs
4111,2.07,shrubs
4112,0.96,shrubs
4113,0.87,shrubs
4114,2.24,shrubs
4115,2.01,shrubs
4116,1.74,shrubs
4117,2.27,shrubs
4118,20.31,shrubs
4119,2.41,shrubs
4120,1.88,shrubs
4121,1.41,shrubs
4122,2.71,shrubs
4123,0.49,shrubs
4124,1.17,shrubs
4125,2.5,shrubs
4126,1.32,shrubs
4127,2.15,shrubs
4128,1.82,shrubs
4129,2.59,shrubs
4130,3.28,shrubs
4131,2.61,shrubs
4132,3.35,shrubs
4133,3.06,shrubs
4134,4.06,shrubs
4135,3.36,shrubs
4136,4.67,shrubs
4137,2.2,shrubs
4138,5.61,shrubs
4139,8.15,shrubs
4140,5.27,shrubs
4141,5.33,shrubs
4142,5.28,shrubs
4143,6,shrubs
4144,1.5,shrubs
4145,0.71,shrubs
4146,0.64,shrubs
4147,1.07,shrubs
4148,3.38,shrubs
4149,12.23,shrubs
4150,5.22,shrubs
4151,2.34,shrubs
4152,6.68,shrubs
4153,23.18,shrubs
4154,0.01,shrubs
4201,0.18,shrubs
4202,1.43,shrubs
4203,1.42,shrubs
4204,2.82,shrubs
4205,1.89,shrubs
4206,0.71,shrubs
4207,1.68,shrubs
4208,2.69,shrubs
4209,6.45,shrubs
4210,1.76,shrubs
4211,1.56,shrubs
4212,1.38,shrubs
4213,3.68,shrubs
4214,3.58,shrubs
4215,0.92,shrubs
4216,2.29,shrubs
4217,2.58,shrubs
4218,6.03,shrubs
4219,1.76,shrubs
4220,1.33,shrubs
4221,1.81,shrubs
4222,3.2,shrubs
4223,1.35,shrubs
4224,0.6,shrubs
4225,2.97,shrubs
4226,1.38,shrubs
4227,2.14,shrubs
4228,0.61,shrubs
4229,5.75,shrubs
4230,9.7,shrubs
4231,6.92,shrubs
4232,3.66,shrubs
4233,1.3,shrubs
4234,2.73,shrubs
4235,2.4,shrubs
4236,6.27,shrubs
4237,3.32,shrubs
4238,2.2,shrubs
4239,5.34,shrubs
4240,9.96,shrubs
4241,2.01,shrubs
4242,2.23,shrubs
4243,2.66,shrubs
4244,3.8,shrubs
4245,0.52,shrubs
4246,0.79,shrubs
4247,0.66,shrubs
4248,7.47,shrubs
4249,4.66,shrubs
4250,2.57,shrubs
4251,3.97,shrubs
4252,23.3,shrubs
4253,10.58,shrubs
4254,0.04,shrubs
4302,1.14,shrubs
4303,1.65,shrubs
4304,2.01,shrubs
4305,3.76,shrubs
4306,3.01,shrubs
4307,3.82,shrubs
4308,6.42,shrubs
4309,3.46,shrubs
4310,4.62,shrubs
4311,5.09,shrubs
4312,6.14,shrubs
4313,3.13,shrubs
4314,0.53,shrubs
4315,1.39,shrubs
4316,1.58,shrubs
4317,2.07,shrubs
4318,1.78,shrubs
4319,1.95,shrubs
4320,1.42,shrubs
4321,1.72,shrubs
4322,2.06,shrubs
4323,1.2,shrubs
4324,0.93,shrubs
4325,1.55,shrubs
4326,1.9,shrubs
4327,2.64,shrubs
4328,1.45,shrubs
4329,0.74,shrubs
4330,1.25,shrubs
4331,4.51,shrubs
4332,6.16,shrubs
4333,4.85,shrubs
4334,1.8,shrubs
4335,2.27,shrubs
4336,3.7,shrubs
4337,2.98,shrubs
4338,2.62,shrubs
4339,10.58,shrubs
4340,6.65,shrubs
4341,1.35,shrubs
4342,1.35,shrubs
4343,2.1,shrubs
4344,6.48,shrubs
4345,1.15,shrubs
4346,1.24,shrubs
4347,1.3,shrubs
4348,1.92,shrubs
4349,1.03,shrubs
4350,6.85,shrubs
4351,7.21,shrubs
4352,2.82,shrubs
4353,1.18,shrubs
4354,1.1,shrubs
4402,1.46,shrubs
4403,1.4,shrubs
4404,1.6,shrubs
4405,4.31,shrubs
4406,5.93,shrubs
4407,7.88,shrubs
4408,11,shrubs
4409,9.53,shrubs
4410,10.9,shrubs
4411,7.94,shrubs
4412,3.87,shrubs
4413,1.94,shrubs
4414,2.08,shrubs
4415,1.55,shrubs
4416,1.32,shrubs
4417,1.6,shrubs
4418,1.46,shrubs
4419,1.4,shrubs
4420,1.57,shrubs
4421,1.51,shrubs
4422,2.81,shrubs
4423,0.7,shrubs
4424,0.54,shrubs
4425,2.41,shrubs
4426,0.78,shrubs
4427,1.64,shrubs
4428,1.55,shrubs
4429,1.97,shrubs
4430,2.65,shrubs
4431,2.98,shrubs
4432,4.13,shrubs
4433,4.09,shrubs
4434,2.84,shrubs
4435,3.32,shrubs
4436,3.11,shrubs
4437,6.79,shrubs
4438,3.5,shrubs
4439,6.75,shrubs
4440,8.27,shrubs
4441,1.6,shrubs
4442,2.18,shrubs
4443,1,shrubs
4444,0.94,shrubs
4445,1.99,shrubs
4446,3.19,shrubs
4447,4.76,shrubs
4448,18.71,shrubs
4449,15.58,shrubs
4450,10.43,shrubs
4451,10.96,shrubs
4452,5.88,shrubs
4453,2.7,shrubs
4454,1.49,shrubs
4455,0,shrubs
4503,0.85,shrubs
4504,1.63,shrubs
4505,4.74,shrubs
4506,6.47,shrubs
4507,5.79,shrubs
4508,5.79,shrubs
4509,6.72,shrubs
4510,5.54,shrubs
4511,4.34,shrubs
4512,2.56,shrubs
4513,2.43,shrubs
4514,1.82,shrubs
4515,0.7,shrubs
4516,1.46,shrubs
4517,0.83,shrubs
4518,1.11,shrubs
4519,1.46,shrubs
4520,1.95,shrubs
4521,1.8,shrubs
4522,2.58,shrubs
4523,1.2,shrubs
4524,0.92,shrubs
4525,1.21,shrubs
4526,1.25,shrubs
4527,2.12,shrubs
4528,1.94,shrubs
4529,2.44,shrubs
4530,3.42,shrubs
4531,2.39,shrubs
4532,2.32,shrubs
4533,4.08,shrubs
4534,1.46,shrubs
4535,2.59,shrubs
4536,8.2,shrubs
4537,8.51,shrubs
4538,6.41,shrubs
4539,9.04,shrubs
4540,1.85,shrubs
4541,1.95,shrubs
4542,0.99,shrubs
4543,0.39,shrubs
4544,0.55,shrubs
4545,3.31,shrubs
4546,3.58,shrubs
4547,3.12,shrubs
4548,5.18,shrubs
4549,3.9,shrubs
4550,4.67,shrubs
4551,12.32,shrubs
4552,13.62,shrubs
4553,25.65,shrubs
4554,18.67,shrubs
4555,16.44,shrubs
4602,0.22,shrubs
4603,1.81,shrubs
4604,1.82,shrubs
4605,2.74,shrubs
4606,4.76,shrubs
4607,3.44,shrubs
4608,4.25,shrubs
4609,2.95,shrubs
4610,3.71,shrubs
4611,3.79,shrubs
4612,1.79,shrubs
4613,1.89,shrubs
4614,1.94,shrubs
4615,1.63,shrubs
4616,2.15,shrubs
4617,1.53,shrubs
4618,1.26,shrubs
4619,1.5,shrubs
4620,2.23,shrubs
4621,2.46,shrubs
4622,2.52,shrubs
4623,2.56,shrubs
4624,2.15,shrubs
4625,2.82,shrubs
4626,1.51,shrubs
4627,1.65,shrubs
4628,1.4,shrubs
4629,0.57,shrubs
4630,1.04,shrubs
4631,2.08,shrubs
4632,1.85,shrubs
4633,1.56,shrubs
4634,2.49,shrubs
4635,2.25,shrubs
4636,2.97,shrubs
4637,11.34,shrubs
4638,8.33,shrubs
4639,4.42,shrubs
4640,4.02,shrubs
4641,2.12,shrubs
4642,1.89,shrubs
4643,0.94,shrubs
4644,0.7,shrubs
4645,5.85,shrubs
4646,4.89,shrubs
4647,1.75,shrubs
4648,1.43,shrubs
4649,6.76,shrubs
4650,1.71,shrubs
4651,3.96,shrubs
4652,4.31,shrubs
4653,3.5,shrubs
4654,3.46,shrubs
4655,2.24,shrubs
4656,0.02,shrubs
4702,3.45,shrubs
4703,2.66,shrubs
4704,3.33,shrubs
4705,4.26,shrubs
4706,4.17,shrubs
4707,4.44,shrubs
4708,4.79,shrubs
4709,3.76,shrubs
4710,0.98,shrubs
4711,2.14,shrubs
4712,2.16,shrubs
4713,1.43,shrubs
4714,0.97,shrubs
4715,1.3,shrubs
4716,1.33,shrubs
4717,2.1,shrubs
4718,1.26,shrubs
4719,1.63,shrubs
4720,1.05,shrubs
4721,1.23,shrubs
4722,4.79,shrubs
4723,2.36,shrubs
4724,3.33,shrubs
4725,3.57,shrubs
4726,2.45,shrubs
4727,1.84,shrubs
4728,2.11,shrubs
4729,1.05,shrubs
4730,0.91,shrubs
4731,1.19,shrubs
4732,0.96,shrubs
4733,1.05,shrubs
4734,1.77,shrubs
4735,2.3,shrubs
4736,4.82,shrubs
4737,6.68,shrubs
4738,2.97,shrubs
4739,4.2,shrubs
4740,8.07,shrubs
4741,0.8,shrubs
4742,2.47,shrubs
4743,0.98,shrubs
4744,0.99,shrubs
4745,0.61,shrubs
4746,1,shrubs
4747,0.65,shrubs
4748,1.07,shrubs
4749,1.31,shrubs
4750,0.9,shrubs
4751,0.6,shrubs
4752,1.04,shrubs
4753,2.95,shrubs
4754,1.09,shrubs
4755,1.41,shrubs
4756,0.25,shrubs
4802,1.25,shrubs
4803,2.2,shrubs
4804,4.03,shrubs
4805,2.54,shrubs
4806,4.76,shrubs
4807,5.2,shrubs
4808,2.85,shrubs
4809,2.53,shrubs
4810,1.23,shrubs
4811,1.66,shrubs
4812,2.62,shrubs
4813,2.92,shrubs
4814,2.11,shrubs
4815,1.02,shrubs
4816,1.07,shrubs
4817,1.87,shrubs
4818,1.42,shrubs
4819,1.38,shrubs
4820,2.94,shrubs
4821,3.49,shrubs
4822,2.83,shrubs
4823,2.25,shrubs
4824,1.39,shrubs
4825,3.25,shrubs
4826,2.74,shrubs
4827,2.44,shrubs
4828,2.35,shrubs
4829,1.27,shrubs
4830,1.37,shrubs
4831,2.22,shrubs
4832,1.45,shrubs
4833,0.75,shrubs
4834,1.41,shrubs
4835,1.05,shrubs
4836,2.96,shrubs
4837,1.74,shrubs
4838,5.78,shrubs
4839,11.81,shrubs
4840,12.53,shrubs
4841,2.91,shrubs
4842,0.93,shrubs
4843,0.58,shrubs
4844,1.37,shrubs
4845,0.6,shrubs
4846,1.12,shrubs
4847,1.87,shrubs
4848,1.81,shrubs
4849,0.82,shrubs
4850,0.63,shrubs
4851,0.77,shrubs
4852,1.27,shrubs
4853,0.51,shrubs
4854,0.54,shrubs
4855,1.86,shrubs
4856,0.05,shrubs
4901,0.77,shrubs
4902,2.41,shrubs
4903,3.09,shrubs
4904,6.52,shrubs
4905,9.77,shrubs
4906,3.08,shrubs
4907,5.84,shrubs
4908,3.12,shrubs
4909,1.55,shrubs
4910,1.28,shrubs
4911,1.91,shrubs
4912,2.68,shrubs
4913,2.3,shrubs
4914,1.77,shrubs
4915,1.24,shrubs
4916,0.87,shrubs
4917,2.08,shrubs
4918,2.68,shrubs
4919,1.27,shrubs
4920,0.99,shrubs
4921,3.4,shrubs
4922,3.69,shrubs
4923,3.28,shrubs
4924,1.94,shrubs
4925,2.66,shrubs
4926,2.5,shrubs
4927,2.22,shrubs
4928,9.38,shrubs
4929,3.69,shrubs
4930,0.78,shrubs
4931,2.55,shrubs
4932,1.29,shrubs
4933,4.29,shrubs
4934,1.46,shrubs
4935,2.01,shrubs
4936,1.33,shrubs
4937,0.98,shrubs
4938,2.64,shrubs
4939,4.79,shrubs
4940,3.96,shrubs
4941,1.31,shrubs
4942,0.7,shrubs
4943,0.32,shrubs
4944,0.59,shrubs
4945,1.13,shrubs
4946,0.72,shrubs
4947,2.51,shrubs
4948,3.64,shrubs
4949,0.82,shrubs
4950,0.34,shrubs
4951,0.88,shrubs
4952,0.32,shrubs
4953,0.66,shrubs
4954,0.3,shrubs
4955,3.05,shrubs
5001,0.27,shrubs
5002,3.39,shrubs
5003,3.06,shrubs
5004,4.76,shrubs
5005,6.67,shrubs
5006,4.69,shrubs
5007,4.62,shrubs
5008,4.6,shrubs
5009,1.96,shrubs
5010,1.29,shrubs
5011,2.83,shrubs
5012,2.02,shrubs
5013,3.22,shrubs
5014,2.61,shrubs
5015,1.09,shrubs
5016,1.52,shrubs
5017,1.52,shrubs
5018,1.22,shrubs
5019,1.26,shrubs
5020,1.08,shrubs
5021,2.35,shrubs
5022,1.33,shrubs
5023,1.02,shrubs
5024,2.89,shrubs
5025,2.39,shrubs
5026,3.09,shrubs
5027,1.6,shrubs
5028,1.65,shrubs
5029,2.5,shrubs
5030,1.78,shrubs
5031,1.73,shrubs
5032,2.34,shrubs
5033,2.75,shrubs
5034,1.6,shrubs
5035,1.16,shrubs
5036,0.45,shrubs
5037,1.75,shrubs
5038,2.82,shrubs
5039,0.64,shrubs
5040,0.55,shrubs
5041,0.97,shrubs
5042,1.11,shrubs
5043,0.76,shrubs
5044,0.88,shrubs
5045,0.61,shrubs
5046,1.44,shrubs
5047,0.4,shrubs
5048,1.54,shrubs
5049,3.68,shrubs
5050,0.89,shrubs
5051,0.3,shrubs
5052,0.16,shrubs
5053,0.34,shrubs
5054,0.77,shrubs
5055,0.43,shrubs
5101,0.04,shrubs
5102,2.86,shrubs
5103,6.04,shrubs
5104,6.24,shrubs
5105,7.79,shrubs
5106,5.53,shrubs
5107,4.65,shrubs
5108,7.24,shrubs
5109,3.55,shrubs
5110,1.28,shrubs
5111,1.73,shrubs
5112,1.06,shrubs
5113,1.87,shrubs
5114,3.34,shrubs
5115,0.79,shrubs
5116,2.39,shrubs
5117,1.29,shrubs
5118,2.56,shrubs
5119,2.07,shrubs
5120,1.25,shrubs
5121,0.97,shrubs
5122,1.71,shrubs
5123,1.87,shrubs
5124,2.06,shrubs
5125,2.42,shrubs
5126,1.92,shrubs
5127,0.8,shrubs
5128,1.33,shrubs
5129,1.21,shrubs
5130,2.12,shrubs
5131,1.79,shrubs
5132,0.65,shrubs
5133,1.57,shrubs
5134,1.52,shrubs
5135,0.9,shrubs
5136,0.51,shrubs
5137,0.17,shrubs
5138,1.09,shrubs
5139,1.27,shrubs
5140,1.31,shrubs
5141,1.4,shrubs
5142,1.82,shrubs
5143,3.58,shrubs
5144,1.14,shrubs
5145,0.51,shrubs
5146,0.68,shrubs
5147,0.41,shrubs
5148,0.42,shrubs
5149,0.83,shrubs
5150,0.18,shrubs
5151,0.09,shrubs
5152,0.02,shrubs
5153,0.03,shrubs
5154,1.11,shrubs
5155,0.01,shrubs
5201,0.03,shrubs
5202,2.08,shrubs
5203,3.21,shrubs
5204,1.49,shrubs
5205,3.39,shrubs
5206,3.03,shrubs
5207,3.11,shrubs
5208,4.76,shrubs
5209,3.71,shrubs
5210,1.68,shrubs
5211,1.71,shrubs
5212,1.55,shrubs
5213,2.51,shrubs
